episode	category	path	description	nsteps	app
10000000000000000063	generated	jetcaster/trace_63	选择商业分类，浏览播客，订阅一个，查看详情，将集数添加到队列，并播放	9	Jetcaster
10000000000000000064	generated	jetcaster/trace_64	播放集数，暂停，快退，添加另一个到队列，快进，恢复播放，然后再次暂停	9	Jetcaster
10000000000000000065	generated	jetcaster/trace_65	导航到播客详情，订阅，将集数添加到队列，播放，暂停，快进，并返回	9	Jetcaster
10000000000000000066	generated	jetcaster/trace_66	选择科学分类，查看多个播客，订阅一个，导航到详情，并播放集数	9	Jetcaster
10000000000000000067	generated	jetcaster/trace_67	在分类之间切换，选择科技，订阅播客，将集数添加到队列，并播放	9	Jetcaster
10000000000000000068	generated	jetcaster/trace_68	打开我的播客，选择已订阅的播客，查看集数，添加多个到队列，播放第一个，并暂停	9	Jetcaster
10000000000000000069	generated	jetcaster/trace_69	选择分类，浏览播客，订阅两个，导航到第一个播客详情，并播放集数	9	Jetcaster
10000000000000000070	generated	jetcaster/trace_70	播放集数，快进，暂停，添加另一个到队列，从队列中移除第一个，然后播放第二个	9	Jetcaster
10000000000000000071	generated	jetcaster/trace_71	选择科技分类，订阅播客，导航到详情，将集数添加到队列，播放，暂停，并快进	10	Jetcaster
10000000000000000072	generated	jetcaster/trace_72	打开我的播客标签页，选择播客，查看详情，如需要则订阅，将集数添加到队列，播放，快进，并暂停	10	Jetcaster
10000000000000000073	generated	jetcaster/trace_73	选择商业分类，浏览播客，订阅一个，查看详情，将集数添加到队列，播放，并返回	10	Jetcaster
10000000000000000074	generated	jetcaster/trace_74	播放集数，暂停，快退，添加另一个到队列，快进，恢复播放，暂停，然后从队列中移除	10	Jetcaster
10000000000000000075	generated	jetcaster/trace_75	导航到播客详情，订阅，将集数添加到队列，播放，暂停，快进，快退，并返回	10	Jetcaster
10000000000000000076	generated	jetcaster/trace_76	选择科学分类，查看多个播客，订阅一个，导航到详情，将集数添加到队列，并播放	10	Jetcaster
10000000000000000077	generated	jetcaster/trace_77	在分类之间切换，选择科技，订阅播客，导航到详情，将集数添加到队列，并播放	10	Jetcaster
10000000000000000078	generated	jetcaster/trace_78	打开我的播客，选择已订阅的播客，查看集数，添加多个到队列，播放第一个，暂停，快进，并恢复播放	10	Jetcaster
10000000000000000079	generated	jetcaster/trace_79	选择分类，浏览播客，订阅两个，导航到第一个播客详情，将集数添加到队列，并播放	10	Jetcaster
10000000000000000080	generated	jetcaster/trace_80	播放集数，快进，暂停，添加另一个到队列，从队列中移除第一个，播放第二个，暂停，并返回	10	Jetcaster

